All event log messages.
Date:	2017-05-19 16:17:47
System Name:	MCube_6.04.Robot2
Controller Name:	192.168.1.2
Controller Id	120-800253

RobotWare: 6.04.00.01
Key:	
Options:	
	RobotWare Base
	709-1 DeviceNet Master/Slave
	608-1 World Zones
	613-1 Collision Detection
	614-1 FTP and NFS client
	616-1 PC Interface
	617-1 FlexPendant Interface
	689-1 Externally Guided Motion (EGM)
	English
	Auto acknowledge input
	623-1 Multitasking

Robot1
Key:	
Options:	
	IRB 120T-3/0.6
	Axis Calibration
	Drive System IRB 120/140/260/360/910SC/1200/1400/1520/1600/1660ID IRC5 Compact



Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
77879     	I   	Operational         	10151   	Program started                         	2017-05-19 11:08:15 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77881     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 11:08:18 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77882     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 11:08:18 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77883     	E   	Program             	40228   	Execution error                         	2017-05-19 11:08:18 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77884     	I   	Operational         	10020   	Execution error state                   	2017-05-19 11:08:18 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77885     	I   	Operational         	10126   	Program stopped                         	2017-05-19 11:08:18 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77886     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:08:25 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77887     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 11:08:25 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77888     	I   	Operational         	10052   	Regain start                            	2017-05-19 11:08:33 	A regain movement has started.	{args: "0"}
77889     	I   	Operational         	10053   	Regain ready                            	2017-05-19 11:08:33 	The regain movement is ready.	{args: "0"}
77890     	I   	Operational         	10151   	Program started                         	2017-05-19 11:08:33 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77891     	I   	Operational         	10125   	Program stopped                         	2017-05-19 11:09:16 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77892     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:09:19 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77893     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:10:10 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77894     	I   	Operational         	10052   	Regain start                            	2017-05-19 11:10:14 	A regain movement has started.	{args: "0"}
77895     	I   	Operational         	10053   	Regain ready                            	2017-05-19 11:10:14 	The regain movement is ready.	{args: "0"}
77896     	I   	Operational         	10151   	Program started                         	2017-05-19 11:10:14 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77897     	I   	Operational         	10125   	Program stopped                         	2017-05-19 11:12:14 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77898     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:12:16 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77899     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:13:09 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77900     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:13:33 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77901     	I   	Operational         	10052   	Regain start                            	2017-05-19 11:13:34 	A regain movement has started.	{args: "0"}
77902     	I   	Operational         	10053   	Regain ready                            	2017-05-19 11:13:34 	The regain movement is ready.	{args: "0"}
77903     	I   	Operational         	10151   	Program started                         	2017-05-19 11:13:34 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77904     	I   	Operational         	10125   	Program stopped                         	2017-05-19 11:14:55 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77905     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:14:58 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77906     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:15:38 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77907     	I   	Operational         	10052   	Regain start                            	2017-05-19 11:15:39 	A regain movement has started.	{args: "0"}
77908     	I   	Operational         	10053   	Regain ready                            	2017-05-19 11:15:39 	The regain movement is ready.	{args: "0"}
77909     	I   	Operational         	10151   	Program started                         	2017-05-19 11:15:39 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77910     	I   	Operational         	10125   	Program stopped                         	2017-05-19 11:18:48 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77911     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 11:18:50 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77912     	I   	Operational         	10012   	Safety guard stop state                 	2017-05-19 11:19:23 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop, or in manual mode if enabling device was released.	{args: }
77913     	I   	Operational         	10013   	Emergency stop state                    	2017-05-19 11:19:23 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device.	{args: }
77914     	I   	Operational         	10045   	System restarted                        	2017-05-19 15:17:08 	System was restarted.	{args: }
77915     	W   	Operational         	12700   	Missing time zone information           	2017-05-19 15:17:08 	No time zone information has been specified.	{args: }
77917     	I   	Operational         	10013   	Emergency stop state                    	2017-05-19 15:17:37 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device.	{args: }
77918     	I   	Operational         	10017   	Automatic mode confirmed                	2017-05-19 15:17:37 	The system is in the Automatic mode.	{args: }
77919     	I   	Operational         	10150   	Program started                         	2017-05-19 15:17:37 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "1", "T_ROB1"}
77920     	I   	Operational         	10129   	Program stopped                         	2017-05-19 15:17:37 	The task T_ROB1 has stopped. The reason is that the event routine for RESET or POWER_ON is ready.	{args: "1", "T_ROB1"}
77921     	E   	Operational         	10106   	Service Message                         	2017-05-19 15:17:37 	It's time for service for robot ROB_1 because it is 1045 days since the last service.	{args: "1045", "ROB_1"}
77922     	I   	Operational         	10230   	Backup step ready                       	2017-05-19 15:20:07 	The backup step Prepare is ready.	{args: "0"}
77923     	I   	Operational         	10231   	Backup step ready                       	2017-05-19 15:20:07 	The backup step Configuration is ready.	{args: "1"}
77924     	I   	Operational         	10232   	Backup step ready                       	2017-05-19 15:20:07 	The backup of Task is ready.	{args: "2"}
77925     	I   	Operational         	10233   	Backup step ready                       	2017-05-19 15:20:07 	The backup of Controller Settings is ready.	{args: "3"}
77926     	I   	Operational         	10250   	Restore step ready                      	2017-05-19 15:20:51 	The restore step Prepare is ready.	{args: "0"}
77927     	I   	Operational         	10251   	Restore step ready                      	2017-05-19 15:20:55 	The restore step Configuration is ready.	{args: "1"}
77928     	I   	Operational         	10252   	Restore step ready                      	2017-05-19 15:20:55 	The restore of Task is ready.	{args: "2"}
77929     	I   	Operational         	10254   	Restore step ready                      	2017-05-19 15:20:55 	The restore of Controller Settings is ready.	{args: "4"}
77930     	I   	Operational         	10045   	System restarted                        	2017-05-19 15:21:17 	System was restarted.	{args: }
77931     	W   	Operational         	12700   	Missing time zone information           	2017-05-19 15:21:17 	No time zone information has been specified.	{args: }
77933     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 15:21:45 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77934     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 15:21:45 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77935     	I   	Operational         	10253   	Restore step ready                      	2017-05-19 15:21:48 	The restore of User Task is ready.	{args: "3"}
77936     	I   	Operational         	10013   	Emergency stop state                    	2017-05-19 15:21:48 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device.	{args: }
77937     	I   	Operational         	10017   	Automatic mode confirmed                	2017-05-19 15:21:48 	The system is in the Automatic mode.	{args: }
77938     	I   	Operational         	10150   	Program started                         	2017-05-19 15:21:48 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "1", "T_ROB1"}
77939     	I   	Operational         	10150   	Program started                         	2017-05-19 15:21:48 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "2", "LOGGER"}
77940     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 15:21:48 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77941     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 15:21:48 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77942     	I   	Operational         	10129   	Program stopped                         	2017-05-19 15:21:48 	The task LOGGER has stopped. The reason is that the event routine for RESET or POWER_ON is ready.	{args: "2", "LOGGER"}
77943     	E   	Operational         	10106   	Service Message                         	2017-05-19 15:21:48 	It's time for service for robot ROB_1 because it is 1045 days since the last service.	{args: "1045", "ROB_1"}
77944     	I   	Operational         	10129   	Program stopped                         	2017-05-19 15:21:48 	The task T_ROB1 has stopped. The reason is that the event routine for RESET or POWER_ON is ready.	{args: "1", "T_ROB1"}
77945     	I   	Operational         	10010   	Motors OFF state                        	2017-05-19 15:28:24 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
77946     	I   	Operational         	10011   	Motors ON state                         	2017-05-19 15:28:25 	The system is in the Motors ON state.	{args: }
77947     	I   	Operational         	10052   	Regain start                            	2017-05-19 15:28:42 	A regain movement has started.	{args: "0"}
77948     	I   	Operational         	10053   	Regain ready                            	2017-05-19 15:28:42 	The regain movement is ready.	{args: "0"}
77949     	I   	Operational         	10151   	Program started                         	2017-05-19 15:28:42 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77950     	I   	Operational         	10151   	Program started                         	2017-05-19 15:28:42 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
77951     	E   	System              	20128   	Work object data has changed            	2017-05-19 15:28:42 	The active work object T_ROB1/currentWobj2 was removed and replaced with wobj0. The work object data was located in task: T_ROB1 connected to mechanical unit ROB_1.	{args: "T_ROB1", "ROB_1", "T_ROB1/currentWobj2", "wobj0"}
77952     	W   	Program             	41595   	Socket error                            	2017-05-19 15:42:58 	Task: T_ROB1.The connection has been closed by the remote host. Program ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB1", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "-28:10:2::34374:8388608.000000"}
77953     	I   	Operational         	10125   	Program stopped                         	2017-05-19 15:42:58 	The task LOGGER has stopped. The reason is that an external or internal stop has occurred.	{args: "2", "LOGGER"}
77954     	I   	Operational         	10125   	Program stopped                         	2017-05-19 15:42:58 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77955     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 15:43:02 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77956     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 15:43:02 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77957     	I   	Operational         	10052   	Regain start                            	2017-05-19 15:43:03 	A regain movement has started.	{args: "0"}
77958     	I   	Operational         	10053   	Regain ready                            	2017-05-19 15:43:03 	The regain movement is ready.	{args: "0"}
77959     	I   	Operational         	10151   	Program started                         	2017-05-19 15:43:03 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77960     	I   	Operational         	10151   	Program started                         	2017-05-19 15:43:03 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
77961     	W   	Program             	41595   	Socket error                            	2017-05-19 15:58:15 	Task: T_ROB1.The connection has been closed by the remote host. Program ref: /SERVER/main/SocketReceive/291.	{args: "T_ROB1", "/SERVER/main/SocketReceive/291", "ERR_SOCK_CLOSED", "-28:10:2::35044:8388608.000000"}
77962     	I   	Operational         	10125   	Program stopped                         	2017-05-19 15:58:15 	The task LOGGER has stopped. The reason is that an external or internal stop has occurred.	{args: "2", "LOGGER"}
77963     	I   	Operational         	10125   	Program stopped                         	2017-05-19 15:58:15 	The task T_ROB1 has stopped. The reason is that an external or internal stop has occurred.	{args: "1", "T_ROB1"}
77964     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:02:56 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77965     	I   	Operational         	10230   	Backup step ready                       	2017-05-19 16:06:04 	The backup step Prepare is ready.	{args: "0"}
77966     	I   	Operational         	10231   	Backup step ready                       	2017-05-19 16:06:04 	The backup step Configuration is ready.	{args: "1"}
77967     	I   	Operational         	10232   	Backup step ready                       	2017-05-19 16:06:04 	The backup of Task is ready.	{args: "2"}
77968     	I   	Operational         	10233   	Backup step ready                       	2017-05-19 16:06:04 	The backup of Controller Settings is ready.	{args: "3"}
77969     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:06:26 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77970     	I   	Operational         	10052   	Regain start                            	2017-05-19 16:06:28 	A regain movement has started.	{args: "0"}
77971     	I   	Operational         	10053   	Regain ready                            	2017-05-19 16:06:28 	The regain movement is ready.	{args: "0"}
77972     	I   	Operational         	10151   	Program started                         	2017-05-19 16:06:28 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77973     	I   	Operational         	10151   	Program started                         	2017-05-19 16:06:28 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
77976     	W   	Process             	112600  	Init of communication interface failed  	2017-05-19 16:06:39 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
77977     	E   	Process             	112600  	Init of communication interface failed  	2017-05-19 16:06:39 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
77978     	E   	Program             	40228   	Execution error                         	2017-05-19 16:06:39 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
77979     	I   	Operational         	10020   	Execution error state                   	2017-05-19 16:06:39 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77980     	I   	Operational         	10126   	Program stopped                         	2017-05-19 16:06:39 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77981     	I   	Operational         	10125   	Program stopped                         	2017-05-19 16:09:11 	The task LOGGER has stopped. The reason is that an external or internal stop has occurred.	{args: "2", "LOGGER"}
77982     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:09:26 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77983     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 16:09:26 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77984     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:09:26 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77985     	I   	Operational         	10052   	Regain start                            	2017-05-19 16:09:33 	A regain movement has started.	{args: "0"}
77986     	I   	Operational         	10053   	Regain ready                            	2017-05-19 16:09:33 	The regain movement is ready.	{args: "0"}
77987     	I   	Operational         	10151   	Program started                         	2017-05-19 16:09:33 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77988     	I   	Operational         	10151   	Program started                         	2017-05-19 16:09:33 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
77991     	W   	Process             	112600  	Init of communication interface failed  	2017-05-19 16:09:39 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
77992     	E   	Process             	112600  	Init of communication interface failed  	2017-05-19 16:09:39 	Task T_ROB1Communication interface could not be initialized.Program Ref. /SERVER/RRI_Open/SiConnect/105	{args: "T_ROB1", "/SERVER/RRI_Open/SiConnect/105", "ERR_COMM_INIT"}
77993     	E   	Program             	40228   	Execution error                         	2017-05-19 16:09:39 	The execution of task T_ROB1 has been stopped by a runtime error 112600.	{args: "T_ROB1", "112600"}
77994     	I   	Operational         	10020   	Execution error state                   	2017-05-19 16:09:39 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77995     	I   	Operational         	10126   	Program stopped                         	2017-05-19 16:09:39 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}

Operational log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
77966     	I   	Operational         	10231   	Backup step ready                       	2017-05-19 16:06:04 	The backup step Configuration is ready.	{args: "1"}
77967     	I   	Operational         	10232   	Backup step ready                       	2017-05-19 16:06:04 	The backup of Task is ready.	{args: "2"}
77968     	I   	Operational         	10233   	Backup step ready                       	2017-05-19 16:06:04 	The backup of Controller Settings is ready.	{args: "3"}
77969     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:06:26 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77970     	I   	Operational         	10052   	Regain start                            	2017-05-19 16:06:28 	A regain movement has started.	{args: "0"}
77971     	I   	Operational         	10053   	Regain ready                            	2017-05-19 16:06:28 	The regain movement is ready.	{args: "0"}
77972     	I   	Operational         	10151   	Program started                         	2017-05-19 16:06:28 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77973     	I   	Operational         	10151   	Program started                         	2017-05-19 16:06:28 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
77979     	I   	Operational         	10020   	Execution error state                   	2017-05-19 16:06:39 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77980     	I   	Operational         	10126   	Program stopped                         	2017-05-19 16:06:39 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}
77981     	I   	Operational         	10125   	Program stopped                         	2017-05-19 16:09:11 	The task LOGGER has stopped. The reason is that an external or internal stop has occurred.	{args: "2", "LOGGER"}
77982     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:09:26 	The program pointer of task T_ROB1 has been reset.	{args: "1", "0", "T_ROB1"}
77983     	I   	Operational         	10021   	Execution error reset                   	2017-05-19 16:09:26 	The program execution in task T_ROB1 has left a spontaneous error state.	{args: "1", "T_ROB1"}
77984     	I   	Operational         	10002   	Program pointer has been reset          	2017-05-19 16:09:26 	The program pointer of task LOGGER has been reset.	{args: "2", "0", "LOGGER"}
77985     	I   	Operational         	10052   	Regain start                            	2017-05-19 16:09:33 	A regain movement has started.	{args: "0"}
77986     	I   	Operational         	10053   	Regain ready                            	2017-05-19 16:09:33 	The regain movement is ready.	{args: "0"}
77987     	I   	Operational         	10151   	Program started                         	2017-05-19 16:09:33 	Execution of task T_ROB1 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB1"}
77988     	I   	Operational         	10151   	Program started                         	2017-05-19 16:09:33 	Execution of task LOGGER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "LOGGER"}
77994     	I   	Operational         	10020   	Execution error state                   	2017-05-19 16:09:39 	The program execution in task T_ROB1 has been stopped due to a spontaneous error.	{args: "1", "T_ROB1"}
77995     	I   	Operational         	10126   	Program stopped                         	2017-05-19 16:09:39 	The task T_ROB1 has stopped. The reason is that an error has occurred.	{args: "1", "T_ROB1"}

System log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
658       	W   	System              	20136   	Reduced Speed                           	2017-05-12 09:34:06 	The system was running at reduced speed during startup in automatic mode.	{args: }
666       	E   	System              	20072   	Not allowed command                     	2017-05-12 09:35:09 	The command is not allowed in Motors OFF state.	{args: "66"}
695       	E   	System              	20072   	Not allowed command                     	2017-05-12 09:42:09 	The command is not allowed in Motors OFF state.	{args: "66"}
697       	E   	System              	20072   	Not allowed command                     	2017-05-12 09:42:44 	The command is not allowed in Motors OFF state.	{args: "66"}
700       	E   	System              	20072   	Not allowed command                     	2017-05-12 09:44:29 	The command is not allowed in Motors OFF state.	{args: "66"}
760       	E   	System              	20072   	Not allowed command                     	2017-05-12 13:15:39 	The command is not allowed in Motors OFF state.	{args: "66"}
775       	E   	System              	20072   	Not allowed command                     	2017-05-12 13:18:26 	The command is not allowed in Motors OFF state.	{args: "66"}
883       	E   	System              	20072   	Not allowed command                     	2017-05-13 14:08:26 	The command is not allowed in Motors OFF state.	{args: "66"}
891       	E   	System              	20128   	Work object data has changed            	2017-05-13 14:08:39 	The active work object T_ROB1/currentWobj2 was removed and replaced with wobj0. The work object data was located in task: T_ROB1 connected to mechanical unit ROB_1.	{args: "T_ROB1", "ROB_1", "T_ROB1/currentWobj2", "wobj0"}
1629      	E   	System              	20072   	Not allowed command                     	2017-05-14 07:55:10 	The command is not allowed in Motors OFF state.	{args: "66"}
2590      	E   	System              	20128   	Work object data has changed            	2017-05-14 12:10:44 	The active work object T_ROB1/currentWobj2 was removed and replaced with wobj0. The work object data was located in task: T_ROB1 connected to mechanical unit ROB_1.	{args: "T_ROB1", "ROB_1", "T_ROB1/currentWobj2", "wobj0"}
2691      	E   	System              	20072   	Not allowed command                     	2017-05-15 09:58:36 	The command is not allowed in Motors OFF state.	{args: "66"}
2832      	E   	System              	20060   	Not allowed command                     	2017-05-15 10:44:31 	The command is not allowed in Auto mode.	{args: "47"}
2844      	E   	System              	20072   	Not allowed command                     	2017-05-15 13:50:08 	The command is not allowed in Motors OFF state.	{args: "66"}
52886     	E   	System              	20072   	Not allowed command                     	2017-05-16 13:06:09 	The command is not allowed in Motors OFF state.	{args: "66"}
66534     	E   	System              	20072   	Not allowed command                     	2017-05-18 16:58:34 	The command is not allowed in Motors OFF state.	{args: "66"}
75956     	E   	System              	20072   	Not allowed command                     	2017-05-19 09:33:28 	The command is not allowed in Motors OFF state.	{args: "66"}
76015     	E   	System              	20074   	Not allowed command                     	2017-05-19 09:37:55 	The command is not allowed in Guard Stop state.	{args: "47"}
76019     	E   	System              	20072   	Not allowed command                     	2017-05-19 09:38:52 	The command is not allowed in Motors OFF state.	{args: "66"}
77951     	E   	System              	20128   	Work object data has changed            	2017-05-19 15:28:42 	The active work object T_ROB1/currentWobj2 was removed and replaced with wobj0. The work object data was located in task: T_ROB1 connected to mechanical unit ROB_1.	{args: "T_ROB1", "ROB_1", "T_ROB1/currentWobj2", "wobj0"}

Program log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
77795     	E   	Program             	40228   	Execution error                         	2017-05-19 10:47:18 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77805     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:48:39 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77806     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:48:39 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77807     	E   	Program             	40228   	Execution error                         	2017-05-19 10:48:39 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77817     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:49:34 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77818     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:49:34 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77819     	E   	Program             	40228   	Execution error                         	2017-05-19 10:49:34 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77829     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:58:46 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77830     	E   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:58:46 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
77831     	E   	Program             	40228   	Execution error                         	2017-05-19 10:58:46 	The execution of task T_ROB1 has been stopped by a runtime error 41822.	{args: "T_ROB1", "41822"}
77840     	W   	Program             	41822   	No data from the UdpUc device           	2017-05-19 10:59:44 	Task: T_ROB1.No expected data packets have been received for the EGM instance egmID1 during  1.00 seconds. Rapid Ref: /EGM_test_UDP/main/EGMRunPose/53.	{args: "T_ROB1", "/EGM_test_UDP/main/EGMRunPose/53", " 1.00", "egmID1", "EGMSensor"}
